Ols_P_2_6,PhosphorusTreatment
0.0,33.8
0.0,11.3
0.0,22.5
0.0,0.0
0.0,0.0
0.0,11.3
0.0,0.0
0.0,22.5
0.0,11.3
0.0,22.5
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,0.0
0.0,11.3
0.0,11.3
0.0,0.0
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,33.8
0.0,0.0
0.0,0.0
0.0,33.8
0.0,11.3
0.0,0.0
0.0,11.3
0.0,33.8
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,33.8
0.0,0.0
0.0,0.0
0.0,33.8
0.0,0.0
0.0,11.3
0.0,0.0
0.0,22.5
0.0,0.0
0.0,11.3
0.0,33.8
0.0,0.0
0.0,22.5
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,22.5
0.0,11.3
0.0,0.0
0.0,0.0
0.0,11.3
0.0,0.0
0.0,0.0
0.0,11.3
0.0,0.0
0.0,33.8
0.0,0.0
0.0,11.3
0.0,22.5
0.0,0.0
0.0,11.3
0.0,0.0
0.0,33.8
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,11.3
0.0,33.8
0.0,0.0
0.0,11.3
0.0,0.0
0.0,0.0
0.0,33.8
0.0,11.3
0.0,0.0
0.0,11.3
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,33.8
0.0,33.8
0.0,33.8
0.0,22.5
0.0,11.3
0.0,0.0
0.0,0.0
0.0,22.5
0.0,11.3
0.0,11.3
0.0,33.8
0.0,11.3
0.0,0.0
0.0,33.8
0.0,0.0
0.0,22.5
0.0,22.5
0.0,11.3
0.0,11.3
0.0,22.5
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,33.8
0.0,33.8
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,11.3
0.0,33.8
0.0,33.8
0.0,0.0
0.0,11.3
0.0,0.0
0.0,22.5
0.0,0.0
0.0,33.8
0.0,11.3
0.0,33.8
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,33.8
0.0,0.0
0.0,0.0
0.0,22.5
0.0,22.5
0.0,0.0
0.0,11.3
0.0,0.0
0.0,0.0
0.0,22.5
0.0,33.8
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,0.0
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,11.3
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,33.8
0.0,0.0
0.0,33.8
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,33.8
0.0,22.5
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,22.5
0.0,11.3
0.0,11.3
0.0,33.8
0.0,33.8
0.0,11.3
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,0.0
0.0,11.3
0.0,11.3
0.0,0.0
0.0,33.8
0.0,22.5
0.0,33.8
0.0,11.3
0.0,0.0
0.0,22.5
0.0,33.8
0.0,0.0
0.0,11.3
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,11.3
0.0,0.0
0.0,22.5
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,22.5
0.0,0.0
0.0,33.8
0.0,11.3
0.0,22.5
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,11.3
0.0,11.3
0.0,11.3
0.0,33.8
0.0,0.0
0.0,22.5
0.0,33.8
0.0,11.3
0.0,0.0
0.0,0.0
0.0,33.8
0.0,33.8
0.0,0.0
0.0,11.3
0.0,22.5
0.0,33.8
0.0,0.0
0.0,33.8
0.0,0.0
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,11.3
0.0,33.8
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,0.0
0.0,0.0
0.0,22.5
0.0,22.5
0.0,0.0
0.0,0.0
0.0,33.8
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.8
0.0,0.0
0.0,22.5
0.0,33.8
0.0,11.3
0.0,11.3
0.0,0.0
0.0,22.5
0.0,22.5
0.0,0.0
0.0,33.8
0.0,11.3
0.0,33.8
0.0,33.8
0.0,0.0
0.0,11.3
0.0,0.0
0.0,33.8
0.0,11.3
0.0,22.5
0.0,22.5
0.0,11.3
0.0,11.3
0.0,33.8
0.0,11.3
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.5
0.0,0.0
0.0,0.0
0.0,33.8
0.0,0.0
0.0,33.8
0.0,11.3
0.0,0.0
0.0,0.0
0.0,11.3
0.0,22.5
0.0,33.8
0.0,33.8
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,0.0
0.0,22.5
0.0,22.5
0.0,11.3
0.0,0.0
0.0,22.5
0.0,33.8
0.0,0.0
0.0,0.0
0.0,22.5
0.0,33.8
0.0,0.0
0.0,22.5
0.0,33.8
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,33.8
0.0,22.5
0.0,0.0
0.0,22.5
0.0,22.5
0.0,0.0
0.0,22.5
0.0,22.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.3
0.0,33.8
0.0,11.3
0.0,22.5
